P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L 523.0000, 529.0000, 101.0000, 523.0000, 528.0000, 101.0000, 0, 0, 0
L 494.0000, 578.0000, 101.0000, 494.0000, 611.0000, 101.0000, 0, 0, 0
L 557.0000, 611.0000, 101.0000, 520.0000, 611.0000, 101.0000, 0, 0, 0
L 520.0000, 597.0000, 101.0000, 520.0000, 611.0000, 101.0000, 204, 51, 0
L 520.0000, 611.0000, 101.0000, 494.0000, 611.0000, 101.0000, 0, 0, 0
L 555.0000, 523.0000, 101.0000, 560.0000, 523.0000, 101.0000, 0, 0, 0
L 560.0000, 615.0000, 101.0000, 489.0000, 615.0000, 101.0000, 0, 0, 0
L 560.2815, 523.0000, 101.0000, 560.0000, 615.0000, 101.0000, 0, 0, 0
L 547.0000, 315.0000, 101.0000, 512.0000, 296.0000, 101.0000, 0, 0, 0
L 508.0000, 344.0000, 101.0000, 494.0000, 372.0000, 101.0000, 204, 51, 0
L 460.0000, 324.0000, 101.0000, 468.0000, 328.0000, 101.0000, 0, 0, 0
L 462.0000, 330.0000, 101.0000, 465.0000, 332.0000, 101.0000, 0, 0, 0
L 478.2069, 340.0000, 101.0000, 487.0000, 345.0000, 101.0000, 0, 0, 0
L 467.7093, 328.0000, 101.0000, 465.0000, 332.0000, 101.0000, 0, 0, 0
L 478.2069, 340.0000, 101.0000, 481.0000, 336.0000, 101.0000, 0, 0, 0
L 481.3699, 336.0000, 101.0000, 486.0000, 338.0000, 101.0000, 0, 0, 0
L 371.0000, 397.0000, 101.0000, 376.0000, 400.0000, 101.0000, 0, 0, 0
L 366.0000, 407.0000, 101.0000, 372.0000, 410.0000, 101.0000, 0, 0, 0
L 376.4941, 400.0000, 101.0000, 372.0000, 410.0000, 101.0000, 0, 0, 0
L 387.0000, 417.0000, 101.0000, 392.0000, 407.0000, 101.0000, 0, 0, 0
L 414.0000, 379.0000, 101.0000, 397.0000, 409.0000, 101.0000, 0, 0, 0
L 391.8062, 407.0000, 101.0000, 397.0000, 409.0000, 101.0000, 0, 0, 0
L 477.0000, 383.0000, 101.0000, 474.0000, 388.0000, 101.0000, 0, 0, 0
L 473.0000, 413.0000, 101.0000, 476.0000, 408.0000, 101.0000, 0, 0, 0
L 484.5035, 393.0000, 101.0000, 487.0000, 389.0000, 101.0000, 0, 0, 0
L 474.3077, 388.0000, 101.0000, 485.0000, 393.0000, 101.0000, 0, 0, 0
L 465.4965, 403.0000, 101.0000, 463.0000, 407.0000, 101.0000, 0, 0, 0
L 465.4965, 403.0000, 101.0000, 476.0000, 408.0000, 101.0000, 0, 0, 0
L 429.2716, 472.0000, 101.0000, 444.0000, 480.0000, 101.0000, 0, 0, 0
L 452.4901, 488.0000, 101.0000, 454.0000, 486.0000, 101.0000, 0, 0, 0
L 454.2732, 486.0000, 101.0000, 458.0000, 488.0000, 101.0000, 0, 0, 0
L 458.4679, 488.0000, 101.0000, 480.0000, 449.0000, 101.0000, 0, 0, 0
L 488.6034, 433.0000, 101.0000, 494.0000, 424.0000, 101.0000, 0, 0, 0
L 473.0000, 413.0000, 101.0000, 494.0000, 424.0000, 101.0000, 0, 0, 0
L 456.0000, 482.0000, 101.0000, 476.0000, 447.0000, 101.0000, 0, 0, 0
L 485.3113, 432.0000, 101.0000, 488.0000, 427.0000, 101.0000, 0, 0, 0
L 488.6034, 433.0000, 101.0000, 485.0000, 432.0000, 101.0000, 0, 0, 0
L 404.0000, 434.0000, 101.0000, 421.0000, 444.0000, 101.0000, 204, 51, 0
L 237.0000, 194.0000, 101.0000, 223.0000, 194.0000, 101.0000, 0, 0, 0
L 223.0000, 194.0000, 101.0000, 223.0000, 201.0000, 101.0000, 0, 0, 0
L 151.0000, 194.0000, 101.0000, 137.0000, 194.0000, 101.0000, 0, 0, 0
L 237.0000, 167.0000, 101.0000, 223.0000, 167.0000, 101.0000, 0, 0, 0
L 223.0000, 167.0000, 101.0000, 223.0000, 159.0000, 101.0000, 0, 0, 0
L 137.0000, 201.0000, 101.0000, 137.0000, 194.0000, 101.0000, 0, 0, 0
L 151.0000, 167.0000, 101.0000, 137.0000, 167.0000, 101.0000, 0, 0, 0
L 137.0000, 167.0000, 101.0000, 137.0000, 159.0000, 101.0000, 0, 0, 0
L 216.0164, 159.0000, 101.0000, 151.0000, 159.0000, 101.0000, 0, 0, 0
L 216.0164, 159.0000, 101.0000, 223.0000, 159.0000, 101.0000, 0, 0, 0
L 237.0000, 159.0000, 101.0000, 239.0000, 159.0000, 101.0000, 0, 0, 0
L 239.0000, 155.0000, 101.0000, 239.0000, 159.0000, 101.0000, 0, 0, 0
L 151.0000, 201.0000, 101.0000, 223.0000, 201.0000, 101.0000, 0, 0, 0
L 237.0000, 201.0000, 101.0000, 276.0000, 201.0000, 101.0000, 0, 0, 0
L 276.0000, 218.0000, 101.0000, 276.0000, 201.0000, 101.0000, 0, 0, 0
L 29.0000, 135.0000, 101.0000, -3.0000, 135.0000, 101.0000, 0, 0, 0
L 96.0000, 106.0000, 101.0000, 96.0000, 105.0000, 101.0000, 0, 0, 0
L 96.0000, 135.0000, 101.0000, 96.0000, 125.0000, 101.0000, 0, 0, 0
L 96.0000, 111.0000, 101.0000, 96.0000, 106.0000, 101.0000, 0, 0, 0
L 134.0000, 130.0000, 101.0000, 101.0000, 130.0000, 101.0000, 0, 0, 0
L 96.0000, 111.0000, 101.0000, 101.0000, 111.0000, 101.0000, 0, 0, 0
L 101.0000, 125.0000, 101.0000, 101.0000, 130.0000, 101.0000, 0, 0, 0
L 101.0000, 125.0000, 101.0000, 96.0000, 125.0000, 101.0000, 0, 0, 0
L 134.0000, 121.0000, 101.0000, 134.0000, 67.0000, 101.0000, 0, 0, 0
L 134.0000, 121.0000, 101.0000, 134.0000, 130.0000, 101.0000, 0, 0, 0
L 134.0000, 135.0000, 101.0000, 96.0000, 135.0000, 101.0000, 0, 0, 0
L 134.0000, 135.0000, 101.0000, 134.0000, 159.0000, 101.0000, 0, 0, 0
L 137.0000, 159.0000, 101.0000, 134.0000, 159.0000, 101.0000, 0, 0, 0
L -3.0000, 96.0000, 101.0000, -3.0000, 135.0000, 101.0000, 0, 0, 0
L 51.0000, 100.0000, 101.0000, 101.0000, 100.0000, 101.0000, 0, 0, 0
L 101.0000, 111.0000, 101.0000, 101.0000, 100.0000, 101.0000, 0, 0, 0
L 46.0000, 62.0000, 101.0000, 46.0000, 79.0000, 101.0000, 0, 0, 0
L 46.0000, 93.0000, 101.0000, 46.0000, 105.0000, 101.0000, 0, 0, 0
L 51.0000, 105.0000, 101.0000, 46.0000, 105.0000, 101.0000, 0, 0, 0
L 44.0000, 96.0000, 101.0000, 31.2500, 96.0000, 101.0000, 0, 0, 0
L 31.2500, 96.0000, 101.0000, 31.0000, 96.0000, 101.0000, 0, 0, 0
L 31.2500, 96.0000, 101.0000, 29.0000, 93.0000, 101.0000, 0, 0, 0
L -75.0000, 58.0000, 101.0000, -70.0000, 63.0000, 101.0000, 0, 0, 0
L -89.0000, 59.0000, 101.0000, -88.0000, 59.0000, 101.0000, 0, 0, 0
L -88.0000, 59.0000, 101.0000, -157.0000, 65.0000, 101.0000, 0, 0, 0
L -25.0000, 151.0000, 101.0000, -52.0000, 151.0000, 101.0000, 0, 0, 0
L -65.0000, 151.0000, 101.0000, -68.0000, 151.0000, 101.0000, 0, 0, 0
L -52.0000, 156.0000, 101.0000, -20.0000, 156.0000, 101.0000, 0, 0, 0
L -20.0000, 96.0000, 101.0000, -20.0000, 156.0000, 101.0000, 0, 0, 0
L -65.0000, 151.0000, 101.0000, -65.0000, 156.0000, 101.0000, 0, 0, 0
L -73.0000, 75.0000, 101.0000, -73.0000, 156.0000, 101.0000, 0, 0, 0
L -65.0000, 156.0000, 101.0000, -73.0000, 156.0000, 101.0000, 0, 0, 0
L -110.0000, 101.0000, 101.0000, -127.0000, 101.0000, 101.0000, 0, 0, 0
L -133.0000, 101.0000, 101.0000, -143.8363, 101.0000, 101.0000, 0, 0, 0
L -151.0000, 118.0000, 101.0000, -151.0000, 108.0000, 101.0000, 0, 0, 0
L -151.0000, 101.0000, 101.0000, -151.0000, 93.0000, 101.0000, 0, 0, 0
L -143.8363, 101.0000, 101.0000, -144.0000, 101.0000, 101.0000, 0, 0, 0
L -143.8363, 101.0000, 101.0000, -151.0000, 101.0000, 101.0000, 0, 0, 0
L -127.0000, 101.0000, 101.0000, -127.0000, 93.0000, 101.0000, 0, 0, 0
L -133.0000, 93.0000, 101.0000, -151.0000, 93.0000, 101.0000, 0, 0, 0
L -151.0000, 108.0000, 101.0000, -133.0000, 108.0000, 101.0000, 0, 0, 0
L -127.0000, 108.0000, 101.0000, -110.0000, 108.0000, 101.0000, 0, 0, 0
L -127.0000, 108.0000, 101.0000, -127.0000, 118.0000, 101.0000, 0, 0, 0
L -133.0000, 118.0000, 101.0000, -133.0000, 108.0000, 101.0000, 0, 0, 0
L -110.0000, 93.0000, 101.0000, -127.0000, 93.0000, 101.0000, 0, 0, 0
L -110.0000, 118.0000, 101.0000, -127.0000, 118.0000, 101.0000, 0, 0, 0
L 445.0000, -437.0000, 101.0000, 469.0000, -461.0000, 101.0000, 0, 0, 0
L 472.0000, -457.0000, 101.0000, 452.0000, -437.0000, 101.0000, 0, 0, 0
L 493.0000, -394.0000, 101.0000, 452.0000, -437.0000, 101.0000, 0, 0, 0
L 480.0000, -465.0000, 101.0000, 477.0000, -469.0000, 101.0000, 0, 0, 0
L 476.5000, -469.0000, 101.0000, 481.0000, -473.0000, 101.0000, 0, 0, 0
L 472.0000, -457.0000, 101.0000, 469.0000, -461.0000, 101.0000, 0, 0, 0
L 481.5000, -467.0000, 101.0000, 480.0000, -465.0000, 101.0000, 0, 0, 0
L 540.0000, -408.0000, 101.0000, 482.0000, -467.0000, 101.0000, 0, 0, 0
L 198.0000, -417.0000, 101.0000, 158.0000, -417.0000, 101.0000, 0, 0, 0
L 158.0000, -402.0000, 101.0000, 158.0000, -417.0000, 101.0000, 0, 0, 0
L 163.0000, -375.0000, 101.0000, 163.0000, -384.0000, 101.0000, 0, 0, 0
L 158.0000, -402.0000, 101.0000, 163.0000, -402.0000, 101.0000, 0, 0, 0
L 158.0000, -384.0000, 101.0000, 163.0000, -384.0000, 101.0000, 0, 0, 0
L 163.0000, -402.0000, 101.0000, 163.0000, -412.0000, 101.0000, 0, 0, 0
L 130.0000, -455.0000, 101.0000, 70.0000, -455.0000, 101.0000, 0, 0, 0
L 70.0000, -425.0000, 101.0000, 70.0000, -455.0000, 101.0000, 0, 0, 0
L 75.0000, -450.0000, 101.0000, 75.0000, -420.0000, 101.0000, 0, 0, 0
L 112.0000, -491.0000, 101.0000, 112.0000, -584.0000, 101.0000, 0, 0, 0
L 70.0000, -584.0000, 101.0000, 112.0000, -584.0000, 101.0000, 0, 0, 0
L 107.0000, -496.0000, 101.0000, 107.0000, -540.0000, 101.0000, 0, 0, 0
L 107.0000, -540.0000, 101.0000, 107.0000, -579.0000, 101.0000, 0, 0, 0
L 43.0000, -491.0000, 101.0000, 112.0000, -491.0000, 101.0000, 0, 0, 0
L 130.0000, -534.0000, 101.0000, 130.0000, -455.0000, 101.0000, 0, 0, 0
L 135.0000, -530.0000, 101.0000, 135.0000, -450.0000, 101.0000, 0, 0, 0
L 75.0000, -450.0000, 101.0000, 81.5315, -450.0000, 101.0000, 0, 0, 0
L 81.5315, -450.0000, 101.0000, 82.0000, -450.0000, 101.0000, 0, 0, 0
L 81.5315, -450.0000, 101.0000, 135.0000, -450.0000, 101.0000, 0, 0, 0
L 74.0000, -530.0000, 101.0000, 64.0000, -530.0000, 101.0000, 0, 0, 0
L 64.0000, -530.0000, 101.0000, 64.0000, -534.0000, 101.0000, 0, 0, 0
L 47.2000, -530.0000, 101.0000, 45.0000, -530.0000, 101.0000, 0, 0, 0
L 69.0000, -534.0000, 101.0000, 64.0000, -534.0000, 101.0000, 0, 0, 0
L 38.0000, -515.0000, 101.0000, 38.0000, -534.0000, 101.0000, 0, 0, 0
L 47.2000, -530.0000, 101.0000, 47.0000, -534.0000, 101.0000, 0, 0, 0
L 47.2000, -534.0000, 101.0000, 38.0000, -534.0000, 101.0000, 0, 0, 0
L 45.0000, -496.0000, 101.0000, 45.0000, -530.0000, 101.0000, 0, 0, 0
L 38.0000, -515.0000, 101.0000, 0.0000, -515.0000, 101.0000, 0, 0, 0
L 0.0000, -455.0000, 101.0000, 0.0000, -515.0000, 101.0000, 0, 0, 0
L -6.0000, -450.0000, 101.0000, 5.0000, -450.0000, 101.0000, 0, 0, 0
L 5.0000, -455.0000, 101.0000, 5.0000, -450.0000, 101.0000, 0, 0, 0
L 0.0000, -455.0000, 101.0000, -6.0000, -455.0000, 101.0000, 0, 0, 0
L -19.0000, -450.0000, 101.0000, -19.0000, -455.0000, 101.0000, 0, 0, 0
L -19.0000, -455.0000, 101.0000, -26.0000, -455.0000, 101.0000, 0, 0, 0
L -6.0000, -450.0000, 101.0000, -6.0000, -455.0000, 101.0000, 0, 0, 0
L -26.0000, -455.0000, 101.0000, -26.0000, -495.0000, 101.0000, 0, 0, 0
L -35.4956, -495.0000, 101.0000, -35.0000, -495.0000, 101.0000, 0, 0, 0
L -35.4956, -495.0000, 101.0000, -26.0000, -495.0000, 101.0000, 0, 0, 0
L -31.0000, -490.0000, 101.0000, -31.0000, -450.0000, 101.0000, 0, 0, 0
L -19.0000, -450.0000, 101.0000, -31.0000, -450.0000, 101.0000, 0, 0, 0
L -116.0000, -260.0000, 101.0000, -144.0000, -260.0000, 101.0000, 0, 0, 0
L -94.0000, -271.0000, 101.0000, -94.0000, -260.0000, 101.0000, 0, 0, 0
L 18.0000, -260.0000, 101.0000, -94.0000, -260.0000, 101.0000, 0, 0, 0
L -63.9715, -271.0000, 101.0000, -61.0000, -271.0000, 101.0000, 0, 0, 0
L -144.0000, -271.0000, 101.0000, -116.0000, -271.0000, 101.0000, 0, 0, 0
L -94.0000, -271.0000, 101.0000, -64.0000, -271.0000, 101.0000, 0, 0, 0
L -116.0000, -260.0000, 101.0000, -116.0000, -271.0000, 101.0000, 0, 0, 0
L -56.0000, -265.0000, 101.0000, 23.0000, -265.0000, 101.0000, 0, 0, 0
L -11.0000, -274.0000, 101.0000, -11.0000, -324.0000, 101.0000, 0, 0, 0
L -0.0000, -324.0000, 101.0000, -11.0000, -324.0000, 101.0000, 0, 0, 0
L 18.0000, -324.0000, 101.0000, 15.0000, -324.0000, 101.0000, 0, 0, 0
L 0.0000, -319.0000, 101.0000, -0.0000, -324.0000, 101.0000, 0, 0, 0
L 15.0000, -319.0000, 101.0000, 15.0000, -324.0000, 101.0000, 0, 0, 0
L -6.0000, -319.0000, 101.0000, 0.0000, -319.0000, 101.0000, 0, 0, 0
L 15.0000, -319.0000, 101.0000, 30.0000, -319.0000, 101.0000, 0, 0, 0
L 69.0000, -372.0000, 101.0000, -56.0000, -372.0000, 101.0000, 0, 0, 0
L 69.0000, -328.0000, 101.0000, 69.0000, -372.0000, 101.0000, 0, 0, 0
L 30.1887, -319.0000, 101.0000, 34.0000, -319.0000, 101.0000, 0, 0, 0
L 59.0000, -319.0000, 101.0000, 69.0000, -319.0000, 101.0000, 0, 0, 0
L 59.0000, -328.0000, 101.0000, 59.0000, -319.0000, 101.0000, 0, 0, 0
L 69.0000, -328.0000, 101.0000, 59.0000, -328.0000, 101.0000, 0, 0, 0
L 34.0000, -319.0000, 101.0000, 34.0000, -328.0000, 101.0000, 0, 0, 0
L 34.0000, -328.0000, 101.0000, 23.0000, -328.0000, 101.0000, 0, 0, 0
L -268.0000, 3.0000, 101.0000, -282.0000, -10.0000, 101.0000, 204, 51, 0
L -261.0000, -35.0000, 101.0000, -282.0000, -10.0000, 101.0000, 204, 51, 0
L -262.0000, -55.0000, 101.0000, -271.0000, -45.0000, 101.0000, 0, 0, 0
L -270.5500, -45.0000, 101.0000, -302.0000, -6.0000, 101.0000, 0, 0, 0
L -198.0000, 4.0000, 101.0000, -202.0000, 1.0000, 101.0000, 0, 0, 0
L -199.0000, -2.0000, 101.0000, -202.0000, 1.0000, 101.0000, 0, 0, 0
L 415.0000, 249.0000, 101.0000, 415.0000, 221.0000, 101.0000, 0, 0, 0
L 415.0000, 210.0000, 101.0000, 415.0000, 189.0000, 101.0000, 0, 0, 0
L 415.0000, 249.0000, 101.0000, 409.0000, 249.0000, 101.0000, 0, 0, 0
L 415.0000, 210.0000, 101.0000, 411.0000, 210.0000, 101.0000, 0, 0, 0
L 394.0000, 210.0000, 101.0000, 388.0000, 210.0000, 101.0000, 0, 0, 0
L 395.0000, 249.0000, 101.0000, 388.0000, 249.0000, 101.0000, 0, 0, 0
L 415.0000, 221.0000, 101.0000, 411.0000, 221.0000, 101.0000, 0, 0, 0
L 388.0000, 221.0000, 101.0000, 388.0000, 249.0000, 101.0000, 0, 0, 0
L 394.0000, 221.0000, 101.0000, 388.0000, 221.0000, 101.0000, 0, 0, 0
L 411.0000, 210.0000, 101.0000, 411.0000, 221.0000, 101.0000, 0, 0, 0
L 394.0000, 221.0000, 101.0000, 394.0000, 210.0000, 101.0000, 0, 0, 0
L 409.0000, 254.0000, 101.0000, 409.0000, 249.0000, 101.0000, 0, 0, 0
L 395.0000, 254.0000, 101.0000, 395.0000, 249.0000, 101.0000, 0, 0, 0
L 383.0000, 214.0000, 101.0000, 383.0000, 254.0000, 101.0000, 0, 0, 0
L 395.0000, 254.0000, 101.0000, 383.0000, 254.0000, 101.0000, 0, 0, 0
L 415.0000, 189.0000, 101.0000, 458.0000, 189.0000, 101.0000, 0, 0, 0
L 441.0000, 207.0000, 101.0000, 453.0000, 207.0000, 101.0000, 204, 51, 0
L 458.0000, 282.0000, 101.0000, 458.0000, 189.0000, 101.0000, 0, 0, 0
L 441.0000, 207.0000, 101.0000, 441.0000, 256.0000, 101.0000, 204, 51, 0
L 453.0000, 256.0000, 101.0000, 441.0000, 256.0000, 101.0000, 204, 51, 0
L 334.0000, 193.0000, 101.0000, 314.0000, 193.0000, 101.0000, 204, 51, 0
L 314.0000, 158.0000, 101.0000, 314.0000, 193.0000, 101.0000, 204, 51, 0
L 388.0000, 210.0000, 101.0000, 388.0000, 167.0000, 101.0000, 0, 0, 0
L 383.0000, 144.0000, 101.0000, 383.0000, 149.0000, 101.0000, 0, 0, 0
L 388.0000, 149.0000, 101.0000, 388.0000, 140.0000, 101.0000, 0, 0, 0
L 383.0000, 149.0000, 101.0000, 388.0000, 149.0000, 101.0000, 0, 0, 0
L 421.0000, 194.0000, 101.0000, 421.0000, 254.0000, 101.0000, 0, 0, 0
L 409.0000, 254.0000, 101.0000, 421.0000, 254.0000, 101.0000, 0, 0, 0
L 491.0000, -45.0000, 101.0000, 491.0000, -27.0000, 101.0000, 0, 0, 0
L 491.0000, -3.0000, 101.0000, 491.0000, 26.0000, 101.0000, 0, 0, 0
L 414.0000, 26.0000, 101.0000, 481.0000, 26.0000, 101.0000, 0, 0, 0
L 491.0000, 26.0000, 101.0000, 494.0000, 26.0000, 101.0000, 0, 0, 0
L 494.0000, 26.0000, 101.0000, 494.0000, 99.0000, 101.0000, 0, 0, 0
L 372.0000, 99.0000, 101.0000, 494.0000, 99.0000, 101.0000, 0, 0, 0
L 469.0000, -165.0000, 101.0000, 379.0000, -165.0000, 101.0000, 0, 0, 0
L 379.0000, -28.0000, 101.0000, 379.0000, -165.0000, 101.0000, 0, 0, 0
L 474.0000, -238.0000, 101.0000, 474.0000, -160.0000, 101.0000, 0, 0, 0
L 407.9317, -158.0000, 101.0000, 404.0000, -158.0000, 101.0000, 0, 0, 0
L 384.0000, -158.0000, 101.0000, 384.0000, -33.0000, 101.0000, 0, 0, 0
L 399.0000, -158.0000, 101.0000, 384.0000, -158.0000, 101.0000, 0, 0, 0
L 481.0000, 26.0000, 101.0000, 481.0000, -3.0000, 101.0000, 0, 0, 0
L 481.0000, -27.0000, 101.0000, 481.0000, -61.0000, 101.0000, 0, 0, 0
L 399.0000, -61.0000, 101.0000, 481.0000, -61.0000, 101.0000, 0, 0, 0
L 414.0000, 26.0000, 101.0000, 414.0000, -33.0000, 101.0000, 0, 0, 0
L 384.0000, -33.0000, 101.0000, 414.0000, -33.0000, 101.0000, 0, 0, 0
L 409.0000, -28.0000, 101.0000, 409.0000, 31.0000, 101.0000, 0, 0, 0
L 457.0000, -22.0000, 101.0000, 458.0000, -10.0000, 101.0000, 0, 0, 0
L 487.0000, -98.0000, 101.0000, 427.0000, -98.0000, 101.0000, 0, 0, 0
L 491.0000, -103.0000, 101.0000, 472.0000, -103.0000, 101.0000, 0, 0, 0
L 460.0000, -103.0000, 101.0000, 432.0000, -103.0000, 101.0000, 0, 0, 0
L 460.0000, -108.0000, 101.0000, 460.0000, -103.0000, 101.0000, 0, 0, 0
L 472.0000, -160.0000, 101.0000, 472.0000, -125.0000, 101.0000, 0, 0, 0
L 472.0000, -108.0000, 101.0000, 472.0000, -103.0000, 101.0000, 0, 0, 0
L 460.0000, -108.0000, 101.0000, 472.0000, -108.0000, 101.0000, 0, 0, 0
L 460.0000, -125.0000, 101.0000, 472.0000, -125.0000, 101.0000, 0, 0, 0
L 427.0000, -124.0000, 101.0000, 427.0000, -135.0000, 101.0000, 0, 0, 0
L 427.0000, -110.0000, 101.0000, 427.0000, -98.0000, 101.0000, 0, 0, 0
L 427.0000, -135.0000, 101.0000, 467.0000, -135.0000, 101.0000, 0, 0, 0
L 467.0000, -138.0000, 101.0000, 467.0000, -158.0000, 101.0000, 0, 0, 0
L 467.0000, -138.0000, 101.0000, 467.0000, -135.0000, 101.0000, 0, 0, 0
L 432.0000, -103.0000, 101.0000, 432.0000, -110.0000, 101.0000, 0, 0, 0
L 427.0000, -124.0000, 101.0000, 432.0000, -124.0000, 101.0000, 0, 0, 0
L 432.0000, -124.0000, 101.0000, 432.0000, -130.0000, 101.0000, 0, 0, 0
L 427.0000, -110.0000, 101.0000, 432.0000, -110.0000, 101.0000, 0, 0, 0
L 568.0000, 619.0000, 101.0000, 567.0000, -238.0000, 101.0000, 125, 125, 125
L 477.0684, -253.0000, 101.0000, 565.0000, -253.0000, 101.0000, 0, 0, 0
L 567.2941, -253.0000, 101.0000, 567.0000, -616.0000, 101.0000, 125, 125, 125
L 565.0000, -253.0000, 101.0000, 567.0000, -253.0000, 101.0000, 0, 0, 0
L 474.0000, -238.0000, 101.0000, 567.0000, -238.0000, 101.0000, 0, 0, 0
L -126.0000, -103.0000, 101.0000, -126.0000, -141.0000, 101.0000, 0, 0, 0
L -122.0000, -130.0000, 101.0000, -82.0000, -130.0000, 101.0000, 0, 0, 0
L -82.0000, -142.0000, 101.0000, -82.0000, -130.0000, 101.0000, 0, 0, 0
L -87.0000, -162.0000, 101.0000, -115.0000, -162.0000, 101.0000, 0, 0, 0
L -126.0000, -162.0000, 101.0000, -147.0000, -162.0000, 101.0000, 0, 0, 0
L -115.0000, -157.0000, 101.0000, -126.0000, -157.0000, 101.0000, 0, 0, 0
L -126.0000, -162.0000, 101.0000, -126.0000, -157.0000, 101.0000, 0, 0, 0
L -142.0000, -167.0000, 101.0000, -82.0000, -167.0000, 101.0000, 0, 0, 0
L -77.0000, -188.0000, 101.0000, -130.0000, -188.0000, 101.0000, 204, 51, 0
L -130.0000, -200.0000, 101.0000, -130.0000, -188.0000, 101.0000, 204, 51, 0
L -126.0000, -141.0000, 101.0000, -115.0000, -141.0000, 101.0000, 0, 0, 0
L -115.0000, -141.0000, 101.0000, -115.0000, -135.0000, 101.0000, 0, 0, 0
L -87.0000, -135.0000, 101.0000, -87.0000, -142.0000, 101.0000, 0, 0, 0
L -82.0000, -142.0000, 101.0000, -87.0000, -142.0000, 101.0000, 0, 0, 0
L -87.0000, -154.0000, 101.0000, -87.0000, -162.0000, 101.0000, 0, 0, 0
L -87.0000, -154.0000, 101.0000, -82.0000, -154.0000, 101.0000, 0, 0, 0
L -82.0000, -157.0000, 101.0000, -82.0000, -167.0000, 101.0000, 0, 0, 0
L -82.0000, -157.0000, 101.0000, -82.0000, -154.0000, 101.0000, 0, 0, 0
L -147.0000, -200.0000, 101.0000, -147.0000, -162.0000, 101.0000, 0, 0, 0
L -147.0000, -200.0000, 101.0000, -149.0000, -200.0000, 101.0000, 0, 0, 0
L -149.0000, -206.0000, 101.0000, -149.0000, -514.0000, 101.0000, 0, 0, 0
L -149.0000, -206.0000, 101.0000, -149.0000, -200.0000, 101.0000, 0, 0, 0
L -49.0000, -361.0000, 101.0000, -49.0000, -269.0000, 101.0000, 0, 0, 0
L -6.0000, -269.0000, 101.0000, -49.0000, -269.0000, 101.0000, 0, 0, 0
L 18.0000, -243.0000, 101.0000, 23.0000, -243.0000, 101.0000, 0, 0, 0
L 23.0000, -243.0000, 101.0000, 23.0000, -265.0000, 101.0000, 0, 0, 0
L 66.0000, -217.0000, 101.0000, 57.0000, -217.0000, 101.0000, 0, 0, 0
L 23.0000, -205.0000, 101.0000, 32.0000, -205.0000, 101.0000, 0, 0, 0
L 57.0000, -208.0000, 101.0000, 57.0000, -217.0000, 101.0000, 0, 0, 0
L 57.0000, -208.0000, 101.0000, 57.0000, -205.0000, 101.0000, 0, 0, 0
L 57.0000, -205.0000, 101.0000, 66.0000, -205.0000, 101.0000, 0, 0, 0
L 32.0000, -217.0000, 101.0000, 23.0000, -217.0000, 101.0000, 0, 0, 0
L 32.0000, -217.0000, 101.0000, 32.0000, -205.0000, 101.0000, 0, 0, 0
L 23.0000, -221.0000, 101.0000, 23.0000, -217.0000, 101.0000, 0, 0, 0
L 23.0000, -205.0000, 101.0000, 23.0000, -202.0000, 101.0000, 0, 0, 0
L 19.0959, -202.0000, 101.0000, -54.0000, -202.0000, 101.0000, 0, 0, 0
L 19.0959, -202.0000, 101.0000, 23.0000, -202.0000, 101.0000, 0, 0, 0
L 129.0000, -160.0000, 101.0000, 129.0000, -80.0000, 101.0000, 0, 0, 0
L 107.0000, -80.0000, 101.0000, 129.0000, -80.0000, 101.0000, 0, 0, 0
L 236.0000, -139.0000, 101.0000, 145.0000, -139.0000, 101.0000, 0, 0, 0
L 145.0000, -96.0000, 101.0000, 145.0000, -139.0000, 101.0000, 0, 0, 0
L -133.0000, 118.0000, 101.0000, -151.0000, 118.0000, 101.0000, 0, 0, 0
L -110.0000, 108.0000, 101.0000, -110.0000, 118.0000, 101.0000, 0, 0, 0
L -110.0000, 93.0000, 101.0000, -110.0000, 101.0000, 101.0000, 0, 0, 0
L -133.0000, 93.0000, 101.0000, -133.0000, 101.0000, 101.0000, 0, 0, 0
L 111.0000, 451.0000, 101.0000, 56.0000, 451.0000, 101.0000, 0, 0, 0
L -8.0000, 451.0000, 101.0000, -8.0000, 529.0000, 101.0000, 0, 0, 0
L 51.0000, 451.0000, 101.0000, -8.0000, 451.0000, 101.0000, 0, 0, 0
L 51.0000, 443.0000, 101.0000, 51.0000, 451.0000, 101.0000, 0, 0, 0
L 18.0000, 456.0000, 101.0000, -3.0000, 456.0000, 101.0000, 0, 0, 0
L 18.0000, 456.0000, 101.0000, 18.0000, 458.0000, 101.0000, 0, 0, 0
L -74.0000, 534.0000, 101.0000, -3.0000, 534.0000, 101.0000, 0, 0, 0
L -3.0000, 530.0000, 101.0000, -3.0000, 456.0000, 101.0000, 0, 0, 0
L -3.0000, 530.0000, 101.0000, -3.0000, 534.0000, 101.0000, 0, 0, 0
L -18.0000, -115.0000, 101.0000, -18.0000, -113.0000, 101.0000, 0, 0, 0
