P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L -985.0, 358.0, 402.0, -977.0, 358.0, 402.0, 150, 150, 150
L -977.0, 358.0, 402.0, -960.0, 359.0, 402.0, 150, 150, 150
L -960.0, 359.0, 402.0, -960.0, 291.0, 403.0, 150, 150, 150
L -960.0, 291.0, 403.0, -980.0, 290.0, 402.0, 150, 150, 150
L -980.0, 290.0, 402.0, -990.0, 289.0, 402.0, 150, 150, 150
L -990.0, 289.0, 402.0, -994.0, 288.0, 402.0, 150, 150, 150
L -994.0, 288.0, 402.0, -999.0, 286.0, 402.0, 150, 150, 150
L -999.0, 286.0, 402.0, -1002.0, 282.0, 402.0, 150, 150, 150
L -1002.0, 282.0, 402.0, -1006.0, 278.0, 402.0, 150, 150, 150
L -1006.0, 278.0, 402.0, -1008.0, 273.0, 402.0, 150, 150, 150
L -1008.0, 273.0, 402.0, -1009.0, 268.0, 402.0, 150, 150, 150
L -1009.0, 268.0, 402.0, -1010.0, 261.0, 402.0, 150, 150, 150
L -1010.0, 261.0, 402.0, -1010.0, 220.0, 402.0, 150, 150, 150
L -167.0, 521.0, 0.0, -165.0, 521.0, 0.0, 150, 150, 150
L -226.0, 521.0, 0.0, -167.0, 521.0, 0.0, 150, 150, 150
L -227.0, 381.0, 150.0, -160.0, 381.0, 150.0, 150, 150, 150
L -160.0, 381.0, 150.0, -160.0, 521.0, 150.0, 150, 150, 150
L -160.0, 521.0, 150.0, -227.0, 521.0, 150.0, 150, 150, 150
L -244.0, 522.0, 150.0, -308.0, 522.0, 150.0, 150, 150, 150
L -308.0, 522.0, 150.0, -308.0, 380.0, 150.0, 150, 150, 150
L -308.0, 380.0, 150.0, -244.0, 380.0, 150.0, 150, 150, 150
L -226.0, 508.0, 150.0, -227.0, 521.0, 150.0, 150, 150, 150
L -170.0, 443.0, -248.0, -171.0, 526.0, -248.0, 102, 0, 204
L -171.0, 526.0, -248.0, 166.0, 526.0, -248.0, 102, 0, 204
L 166.0, 526.0, -248.0, 166.0, 442.0, -248.0, 102, 0, 204
L 166.0, 442.0, -248.0, 119.0, 441.0, -248.0, 102, 0, 204
L 119.0, 441.0, -248.0, 118.0, 446.0, -248.0, 102, 0, 204
L 70.0, 446.0, -248.0, 69.0, 439.0, -248.0, 102, 0, 204
L 69.0, 439.0, -248.0, -73.0, 440.0, -248.0, 102, 0, 204
L -73.0, 440.0, -248.0, -74.0, 446.0, -248.0, 102, 0, 204
L -122.0, 446.0, -248.0, -122.0, 440.0, -248.0, 102, 0, 204
L -122.0, 440.0, -248.0, -171.0, 441.0, -248.0, 102, 0, 204
L -75.0, 453.0, -248.0, -89.0, 453.0, -248.0, 102, 0, 204
L -89.0, 453.0, -248.0, -89.0, 449.5, -248.0, 102, 0, 204
L -89.0, 446.0, -248.0, -74.0, 446.0, -248.0, 102, 0, 204
L -122.0, 446.0, -248.0, -107.0, 446.0, -248.0, 102, 0, 204
L -107.0, 446.0, -248.0, -107.0, 449.5, -248.0, 102, 0, 204
L -107.0, 453.0, -248.0, -158.0, 453.0, -248.0, 102, 0, 204
L -158.0, 453.0, -248.0, -158.0, 514.0, -248.0, 102, 0, 204
L -158.0, 514.0, -248.0, -75.0, 514.0, -248.0, 102, 0, 204
L -75.0, 514.0, -248.0, -75.0, 493.0, -248.0, 102, 0, 204
L -75.0, 493.0, -248.0, -71.5, 493.0, -248.0, 102, 0, 204
L -68.0, 493.0, -248.0, -68.0, 514.0, -248.0, 102, 0, 204
L -68.0, 514.0, -248.0, 65.0, 514.0, -248.0, 102, 0, 204
L 65.0, 514.0, -248.0, 65.0, 493.0, -248.0, 102, 0, 204
L 65.0, 493.0, -248.0, 68.0, 493.0, -248.0, 102, 0, 204
L 71.0, 493.0, -248.0, 71.0, 514.0, -248.0, 102, 0, 204
L 71.0, 514.0, -248.0, 154.0, 514.0, -248.0, 102, 0, 204
L 154.0, 514.0, -248.0, 154.0, 453.0, -248.0, 102, 0, 204
L 154.0, 453.0, -248.0, 103.0, 453.0, -248.0, 102, 0, 204
L 103.0, 453.0, -248.0, 103.0, 449.5, -248.0, 102, 0, 204
L 103.0, 446.0, -248.0, 118.0, 446.0, -248.0, 102, 0, 204
L 70.0, 446.0, -248.0, 85.0, 446.0, -248.0, 102, 0, 204
L 85.0, 446.0, -248.0, 85.0, 449.5, -248.0, 102, 0, 204
L 85.0, 453.0, -248.0, 71.0, 453.0, -248.0, 102, 0, 204
L 71.0, 453.0, -248.0, 71.0, 476.0, -248.0, 102, 0, 204
L 71.0, 476.0, -248.0, 68.0, 476.0, -248.0, 102, 0, 204
L 65.0, 476.0, -248.0, 65.0, 452.0, -248.0, 102, 0, 204
L 65.0, 452.0, -248.0, -68.0, 452.0, -248.0, 102, 0, 204
L -68.0, 452.0, -248.0, -68.0, 476.0, -248.0, 102, 0, 204
L -68.0, 476.0, -248.0, -71.5, 476.0, -248.0, 102, 0, 204
L -75.0, 476.0, -248.0, -75.0, 453.0, -248.0, 102, 0, 204
L -400.0, 446.0, -248.0, -415.0, 446.0, -248.0, 102, 0, 204
L -415.0, 446.0, -248.0, -415.0, 449.5, -248.0, 102, 0, 204
L -415.0, 453.0, -248.0, -364.0, 453.0, -248.0, 102, 0, 204
L -364.0, 453.0, -248.0, -364.0, 514.0, -248.0, 102, 0, 204
L -364.0, 514.0, -248.0, -442.0, 514.0, -248.0, 102, 0, 204
L -442.0, 514.0, -248.0, -442.0, 493.0, -248.0, 102, 0, 204
L -442.0, 493.0, -248.0, -445.5, 493.0, -248.0, 102, 0, 204
L -449.0, 493.0, -248.0, -449.0, 514.0, -248.0, 102, 0, 204
L -449.0, 514.0, -248.0, -533.0, 514.0, -248.0, 102, 0, 204
L -533.0, 514.0, -248.0, -533.0, 493.0, -248.0, 102, 0, 204
L -533.0, 493.0, -248.0, -536.5, 493.0, -248.0, 102, 0, 204
L -540.0, 493.0, -248.0, -540.0, 514.0, -248.0, 102, 0, 204
L -540.0, 514.0, -248.0, -618.0, 514.0, -248.0, 102, 0, 204
L -618.0, 514.0, -248.0, -618.0, 453.0, -248.0, 102, 0, 204
L -618.0, 453.0, -248.0, -567.0, 453.0, -248.0, 102, 0, 204
L -567.0, 453.0, -248.0, -567.0, 449.5, -248.0, 102, 0, 204
L -567.0, 446.0, -248.0, -582.0, 446.0, -248.0, 102, 0, 204
L -549.0, 446.0, -248.0, -549.0, 449.5, -248.0, 102, 0, 204
L -549.0, 453.0, -248.0, -540.0, 453.0, -248.0, 102, 0, 204
L -540.0, 453.0, -248.0, -540.0, 476.0, -248.0, 102, 0, 204
L -540.0, 476.0, -248.0, -536.5, 476.0, -248.0, 102, 0, 204
L -533.0, 476.0, -248.0, -533.0, 452.0, -248.0, 102, 0, 204
L -533.0, 452.0, -248.0, -449.0, 452.0, -248.0, 102, 0, 204
L -449.0, 452.0, -248.0, -449.0, 476.0, -248.0, 102, 0, 204
L -449.0, 476.0, -248.0, -445.5, 476.0, -248.0, 102, 0, 204
L -442.0, 476.0, -248.0, -442.0, 453.0, -248.0, 102, 0, 204
L -442.0, 453.0, -248.0, -433.0, 453.0, -248.0, 102, 0, 204
L -433.0, 453.0, -248.0, -433.0, 449.5, -248.0, 102, 0, 204
L -433.0, 446.0, -248.0, -442.0, 446.0, -248.0, 102, 0, 204
L -442.0, 446.0, -248.0, -442.0, 440.0, -248.0, 102, 0, 204
L -442.0, 440.0, -248.0, -540.0, 441.0, -248.0, 102, 0, 204
L -540.0, 441.0, -248.0, -540.0, 446.0, -248.0, 102, 0, 204
L -540.0, 446.0, -248.0, -549.0, 446.0, -248.0, 102, 0, 204
L -582.0, 446.0, -248.0, -583.0, 441.0, -248.0, 102, 0, 204
L -583.0, 441.0, -248.0, -630.0, 441.0, -248.0, 102, 0, 204
L -630.0, 441.0, -248.0, -630.0, 525.0, -248.0, 102, 0, 204
L -630.0, 525.0, -248.0, -352.0, 526.0, -248.0, 102, 0, 204
L -352.0, 526.0, -248.0, -353.0, 442.0, -248.0, 102, 0, 204
L -353.0, 442.0, -248.0, -399.0, 442.0, -248.0, 102, 0, 204
L -399.0, 442.0, -248.0, -400.0, 446.0, -248.0, 102, 0, 204
L 76.0, -242.0, -225.0, 66.0, -241.0, -259.0, 178, 102, 255
L 66.0, -241.0, -259.0, 14.0, -241.0, -259.0, 102, 0, 204
L 14.0, -241.0, -259.0, 14.0, -227.0, -259.0, 102, 0, 204
L 11.0, -191.0, -259.0, 65.0, -191.0, -259.0, 102, 0, 204
L 65.0, -191.0, -259.0, 171.0, -191.0, -226.0, 150, 150, 150
L 171.0, -191.0, -226.0, 171.0, -186.0, -226.0, 150, 150, 150
L 12.0, 211.0, -259.0, 65.0, 211.0, -259.0, 102, 0, 204
L 65.0, 211.0, -259.0, 172.0, 212.0, -225.0, 150, 150, 150
L 267.0, -11.0, -226.0, 267.0, -148.0, -226.0, 178, 102, 255
L 267.0, -11.0, -226.0, 223.0, -11.0, -226.0, 178, 102, 255
L 223.0, -11.0, -226.0, 223.0, 31.0, -226.0, 178, 102, 255
L 223.0, 31.0, -226.0, 267.0, 31.0, -226.0, 178, 102, 255
L 267.0, 31.0, -226.0, 267.0, 167.0, -226.0, 178, 102, 255
L 128.0, -11.0, -226.0, 205.0, -11.0, -226.0, 178, 102, 255
L 205.0, -11.0, -226.0, 206.0, 30.0, -226.0, 178, 102, 255
L 206.0, 30.0, -226.0, 128.0, 31.0, -226.0, 178, 102, 255
L 128.0, 31.0, -226.0, 127.0, -11.0, -226.0, 178, 102, 255
L 76.0, 261.0, -225.0, 188.0, 261.0, -225.0, 178, 102, 255
L 9.0, -149.0, -259.0, 132.0, -149.0, -257.0, 102, 0, 204
L 132.0, 18.4, -257.0, 132.0, 169.0, -257.0, 102, 0, 204
L 132.0, 169.0, -257.0, 12.0, 170.0, -258.0, 102, 0, 204
L 521.0, 889.0, -258.0, 489.0, 873.0, -256.0, 199, 21, 133
L 444.0, 944.0, -258.0, 449.0, 935.0, -254.0, 102, 0, 204
L -319.0, -265.0, -255.0, -296.0, -265.0, -255.0, 102, 0, 204
L -249.0, -230.0, -255.0, -249.0, -276.0, -255.0, 102, 0, 204
L -296.0, -265.0, -255.0, -296.0, -276.0, -255.0, 102, 0, 204
L -213.0, -240.0, -255.0, -227.0, -240.0, -255.0, 102, 0, 204
L -206.0, -267.0, -255.0, -206.0, -280.0, -255.0, 102, 0, 204
L -168.0, -571.0, -255.0, -355.0, -571.0, -255.0, 102, 0, 204
L -249.0, -276.0, -255.0, -227.0, -276.0, -255.0, 102, 0, 204
L -227.0, -230.0, -255.0, -249.0, -230.0, -255.0, 102, 0, 204
L -227.0, -240.0, -255.0, -227.0, -230.0, -255.0, 102, 0, 204
L 14.0, -227.0, -259.0, -213.0, -227.0, -255.0, 102, 0, 204
L -168.0, -374.0, -255.0, -168.0, -571.0, -255.0, 102, 0, 204
L -227.0, -276.0, -255.0, -227.0, -267.0, -255.0, 102, 0, 204
L -227.0, -267.0, -255.0, -206.0, -267.0, -255.0, 102, 0, 204
L -213.0, -227.0, -255.0, -213.0, -240.0, -255.0, 102, 0, 204
L -296.0, -242.0, -255.0, -312.0, -242.0, -255.0, 102, 0, 204
L -312.0, -242.0, -255.0, -312.0, -228.0, -255.0, 102, 0, 204
L -296.0, -230.0, -255.0, -296.0, -242.0, -255.0, 102, 0, 204
L -276.0, -276.0, -255.0, -276.0, -230.0, -255.0, 102, 0, 204
L -296.0, -276.0, -255.0, -276.0, -276.0, -255.0, 102, 0, 204
L -276.0, -230.0, -255.0, -296.0, -230.0, -255.0, 102, 0, 204
L -134.0, -289.0, -255.0, -69.0, -289.0, -255.0, 102, 0, 204
L -69.0, -289.0, -255.0, -69.0, -325.0, -255.0, 102, 0, 204
L -377.0, -280.0, -255.0, -377.0, -336.0, -255.0, 102, 0, 204
L -106.0, -335.0, -255.0, -106.0, -325.0, -255.0, 102, 0, 204
L -106.0, -325.0, -255.0, -134.0, -325.0, -255.0, 102, 0, 204
L -69.0, -325.0, -255.0, -95.0, -325.0, -255.0, 102, 0, 204
L -95.0, -337.0, -255.0, -59.0, -337.0, -255.0, 102, 0, 204
L -59.0, -337.0, -255.0, -59.0, -278.0, -255.0, 102, 0, 204
L -35.0, -315.0, -255.0, -23.0, -315.0, -255.0, 102, 0, 204
L -23.0, -289.0, -255.0, 12.0, -289.0, -255.0, 102, 0, 204
L -23.0, -355.0, -255.0, -23.0, -328.0, -255.0, 102, 0, 204
L -23.0, -328.0, -255.0, -35.0, -328.0, -255.0, 102, 0, 204
L -95.0, -325.0, -255.0, -95.0, -337.0, -255.0, 102, 0, 204
L -23.0, -315.0, -255.0, -23.0, -289.0, -255.0, 102, 0, 204
L 23.0, -365.0, -255.0, 23.0, -376.0, -255.0, 102, 0, 204
L -134.0, -325.0, -255.0, -134.0, -289.0, -255.0, 102, 0, 204
L -35.0, -328.0, -255.0, -35.0, -365.0, -255.0, 102, 0, 204
L 12.0, -289.0, -255.0, 12.0, -355.0, -255.0, 102, 0, 204
L -33.0, -376.0, -255.0, -33.0, -401.0, -255.0, 102, 0, 204
L -23.0, -388.0, -255.0, 12.0, -388.0, -255.0, 102, 0, 204
L -33.0, -416.0, -255.0, -23.0, -416.0, -255.0, 102, 0, 204
L -23.0, -416.0, -255.0, -23.0, -388.0, -255.0, 102, 0, 204
L -389.0, -325.0, -255.0, -389.0, -289.0, -255.0, 102, 0, 204
L -146.0, -280.0, -255.0, -146.0, -335.0, -255.0, 102, 0, 204
L -146.0, -335.0, -255.0, -106.0, -335.0, -255.0, 102, 0, 204
L -69.0, -413.0, -255.0, -69.0, -388.0, -255.0, 102, 0, 204
L -69.0, -486.0, -255.0, -104.0, -486.0, -255.0, 102, 0, 204
L -57.0, -464.0, -255.0, -115.0, -464.0, -255.0, 102, 0, 204
L -57.0, -475.0, -255.0, -57.0, -512.0, -255.0, 102, 0, 204
L 12.0, -388.0, -255.0, 12.0, -453.0, -255.0, 102, 0, 204
L -69.0, -427.0, -255.0, -57.0, -427.0, -255.0, 102, 0, 204
L -58.0, -413.0, -255.0, -69.0, -413.0, -255.0, 102, 0, 204
L -23.0, -453.0, -255.0, -23.0, -426.0, -255.0, 102, 0, 204
L -104.0, -453.0, -255.0, -69.0, -453.0, -255.0, 102, 0, 204
L -69.0, -388.0, -255.0, -104.0, -388.0, -255.0, 102, 0, 204
L -57.0, -563.0, -255.0, -115.0, -563.0, -255.0, 102, 0, 204
L -23.0, -426.0, -255.0, -33.0, -426.0, -255.0, 102, 0, 204
L -69.0, -453.0, -255.0, -69.0, -427.0, -255.0, 102, 0, 204
L -115.0, -475.0, -255.0, -57.0, -475.0, -255.0, 102, 0, 204
L -104.0, -552.0, -255.0, -69.0, -552.0, -255.0, 102, 0, 204
L -69.0, -512.0, -255.0, -69.0, -486.0, -255.0, 102, 0, 204
L -69.0, -526.0, -255.0, -57.0, -526.0, -255.0, 102, 0, 204
L -57.0, -427.0, -255.0, -57.0, -464.0, -255.0, 102, 0, 204
L -104.0, -388.0, -255.0, -104.0, -453.0, -255.0, 102, 0, 204
L -57.0, -526.0, -255.0, -57.0, -563.0, -255.0, 102, 0, 204
L 12.0, -453.0, -255.0, -23.0, -453.0, -255.0, 102, 0, 204
L -104.0, -486.0, -255.0, -104.0, -552.0, -255.0, 102, 0, 204
L -69.0, -552.0, -255.0, -69.0, -526.0, -255.0, 102, 0, 204
L -57.0, -512.0, -255.0, -69.0, -512.0, -255.0, 102, 0, 204
L -168.0, -374.0, -255.0, -119.2, -374.0, -255.0, 102, 0, 204
L -58.0, -413.0, -255.0, -58.0, -374.0, -255.0, 102, 0, 204
L -146.0, -280.0, -255.0, -206.0, -280.0, -255.0, 102, 0, 204
L -59.0, -278.0, -255.0, -35.0, -278.0, -255.0, 102, 0, 204
L -35.0, -315.0, -255.0, -35.0, -278.0, -255.0, 102, 0, 204
L -319.0, -265.0, -255.0, -319.0, -280.0, -255.0, 102, 0, 204
L -465.0, -336.0, -255.0, -465.0, -280.0, -255.0, 102, 0, 204
L -312.0, -228.0, -255.0, -617.0, -228.0, -255.0, 102, 0, 204
L -617.0, 246.0, -255.0, -617.0, 83.0, -255.0, 102, 0, 204
L -617.0, 83.0, -255.0, -617.0, 81.0, -255.0, 102, 0, 204
L -476.0, 81.0, -255.0, -476.0, 18.0, -255.0, 150, 150, 150
L -476.0, -62.0, -255.0, -476.0, 3.0, -255.0, 150, 150, 150
L -317.0, 66.0, -255.0, -203.0, 66.0, -255.0, 102, 0, 204
L -171.0, 27.0, -255.0, -147.0, 27.0, -255.0, 102, 0, 204
L -219.0, 121.0, -255.0, -242.0, 121.0, -255.0, 102, 0, 204
L -203.0, 66.0, -255.0, -203.0, -47.0, -255.0, 102, 0, 204
L -242.0, 99.0, -255.0, -220.0, 99.0, -255.0, 102, 0, 204
L -280.0, 121.0, -255.0, -279.0, 98.0, -255.0, 102, 0, 204
L -183.0, 101.0, -255.0, -219.0, 115.0, -255.0, 102, 0, 204
L -220.0, 99.0, -255.0, -219.0, 102.0, -255.0, 102, 0, 204
L -338.0, 101.0, -255.0, -302.0, 115.0, -255.0, 102, 0, 204
L -242.0, 121.0, -255.0, -242.0, 99.0, -255.0, 102, 0, 204
L -219.0, 102.0, -255.0, -194.0, 91.0, -255.0, 102, 0, 204
L -327.0, 91.0, -255.0, -343.0, 76.0, -255.0, 102, 0, 204
L -367.0, 50.0, -255.0, -354.0, 86.0, -255.0, 102, 0, 204
L -203.0, -47.0, -255.0, -317.0, -47.0, -255.0, 102, 0, 204
L -194.0, 91.0, -255.0, -178.0, 77.0, -255.0, 102, 0, 204
L -302.0, 102.0, -255.0, -327.0, 91.0, -255.0, 102, 0, 204
L -167.0, 50.0, -255.0, -167.4, 47.8, -255.0, 102, 0, 204
L -154.0, 50.0, -255.0, -167.0, 86.0, -255.0, 102, 0, 204
L -167.0, 86.0, -255.0, -183.0, 101.0, -255.0, 102, 0, 204
L -219.0, 115.0, -255.0, -219.0, 121.0, -255.0, 102, 0, 204
L -343.0, 76.0, -255.0, -354.0, 50.0, -255.0, 102, 0, 204
L -147.0, 27.0, -255.0, -148.0, 51.0, -255.0, 102, 0, 204
L -354.0, 86.0, -255.0, -338.0, 101.0, -255.0, 102, 0, 204
L -178.0, 77.0, -255.0, -167.0, 50.0, -255.0, 102, 0, 204
L -317.0, -47.0, -255.0, -317.0, 66.0, -255.0, 102, 0, 204
L -350.0, 27.0, -255.0, -374.0, 27.0, -255.0, 102, 0, 204
L -166.0, -67.0, -255.0, -164.0, -71.0, -255.0, 102, 0, 204
L -195.0, -69.0, -255.0, -178.0, -55.0, -255.0, 102, 0, 204
L -164.0, -71.0, -255.0, -180.0, -85.0, -255.0, 102, 0, 204
L -183.0, -84.0, -255.0, -218.0, -98.0, -255.0, 102, 0, 204
L -171.0, -9.0, -255.0, -147.0, -9.0, -255.0, 102, 0, 204
L -147.0, -9.0, -255.0, -147.0, -30.0, -255.0, 102, 0, 204
L -180.0, -85.0, -255.0, -183.0, -84.0, -255.0, 102, 0, 204
L -218.0, -102.0, -255.0, -241.0, -103.0, -255.0, 102, 0, 204
L -241.0, -103.0, -255.0, -242.0, -79.0, -255.0, 102, 0, 204
L -218.0, -83.0, -255.0, -194.0, -73.0, -255.0, 102, 0, 204
L -194.0, -73.0, -255.0, -195.0, -69.0, -255.0, 102, 0, 204
L -340.0, -54.0, -255.0, -325.0, -69.0, -255.0, 102, 0, 204
L -327.0, -73.0, -255.0, -311.4, -79.5, -255.0, 102, 0, 204
L -338.0, -84.0, -255.0, -357.0, -71.0, -255.0, 102, 0, 204
L -355.0, -67.0, -255.0, -368.0, -32.0, -255.0, 102, 0, 204
L -325.0, -69.0, -255.0, -327.0, -73.0, -255.0, 102, 0, 204
L -373.0, -32.0, -255.0, -374.0, -10.0, -255.0, 102, 0, 204
L -374.0, -10.0, -255.0, -350.0, -10.0, -255.0, 102, 0, 204
L -353.0, -32.0, -255.0, -343.0, -55.0, -255.0, 102, 0, 204
L -343.0, -55.0, -255.0, -340.0, -54.0, -255.0, 102, 0, 204
L -357.0, -71.0, -255.0, -355.0, -67.0, -255.0, 102, 0, 204
L -291.0, 296.0, -255.0, -291.0, 286.0, -255.0, 102, 0, 204
L -310.0, 259.0, -255.0, -291.0, 259.0, -255.0, 102, 0, 204
L -617.0, 246.0, -255.0, -310.0, 246.0, -255.0, 102, 0, 204
L -291.0, 251.0, -255.0, -274.0, 251.0, -255.0, 102, 0, 204
L -274.0, 251.0, -255.0, -274.0, 296.0, -255.0, 102, 0, 204
L -274.0, 296.0, -255.0, -291.0, 296.0, -255.0, 102, 0, 204
L -291.0, 259.0, -255.0, -291.0, 251.0, -255.0, 102, 0, 204
L -248.0, 296.0, -255.0, -248.0, 250.0, -255.0, 102, 0, 204
L -310.0, 301.0, -255.0, -712.0, 301.0, -255.0, 102, 0, 204
L -232.0, 296.0, -255.0, -248.0, 296.0, -255.0, 102, 0, 204
L -213.0, 246.0, -255.0, 15.0, 246.0, -255.0, 102, 0, 204
L -232.0, 286.0, -255.0, -232.0, 296.0, -255.0, 102, 0, 204
L 308.0, 299.0, -255.0, -206.0, 298.0, -255.0, 102, 0, 204
L -231.0, 250.0, -255.0, -231.0, 259.0, -255.0, 102, 0, 204
L -231.0, 259.0, -255.0, -213.0, 259.0, -255.0, 102, 0, 204
L -248.0, 250.0, -255.0, -231.0, 250.0, -255.0, 102, 0, 204
L -291.0, 286.0, -255.0, -310.0, 286.0, -255.0, 102, 0, 204
L -565.0, 24.6, -241.0, -550.0, 32.3, -241.0, 255, 255, 0
L -573.0, 11.0, -241.0, -565.0, 24.6, -241.0, 255, 255, 0
L -565.0, -8.0, -241.0, -573.0, 11.0, -241.0, 255, 255, 0
L -550.0, -15.0, -241.0, -565.0, -8.0, -241.0, 255, 255, 0
L -476.0, 18.0, -255.0, -526.5, 18.0, -241.0, 150, 150, 150
L -531.0, 24.6, -241.0, -550.0, 32.3, -241.0, 255, 255, 0
L -526.5, 18.0, -241.0, -531.0, 24.6, -241.0, 255, 255, 0
L -550.0, -15.0, -241.0, -531.0, -8.0, -241.0, 255, 255, 0
L -531.0, -8.0, -241.0, -526.5, 3.0, -241.0, 255, 255, 0
L -476.0, -62.0, -255.0, -617.0, -62.0, -255.0, 150, 150, 150
L -617.0, -62.0, -255.0, -617.0, -228.0, -255.0, 102, 0, 204
L -476.0, 3.0, -255.0, -526.5, 3.0, -241.0, 150, 150, 150
L -476.0, 81.0, -255.0, -617.0, 81.0, -255.0, 150, 150, 150
L -617.0, 81.0, -255.0, -617.0, -62.0, -255.0, 102, 0, 204
L -296.6, -4.1, -8.0, -296.6, -15.9, -8.0, 0, 0, 0
L -296.6, -15.9, -8.0, -308.4, -15.9, -8.0, 0, 0, 0
L -308.4, -15.9, -8.0, -308.4, -4.1, -8.0, 0, 0, 0
L -308.4, -4.1, -8.0, -296.6, -4.1, -8.0, 0, 0, 0
L -296.6, 29.1, -8.0, -308.4, 29.1, -8.0, 0, 0, 0
L -308.4, 29.1, -8.0, -308.4, 40.9, -8.0, 0, 0, 0
L -308.4, 40.9, -8.0, -296.6, 40.9, -8.0, 0, 0, 0
L -296.6, 40.9, -8.0, -296.6, 29.1, -8.0, 0, 0, 0
L -229.7, 49.4, -8.0, -240.5, 49.4, -8.0, 0, 0, 0
L -243.0, 51.9, -8.0, -243.0, 56.1, -8.0, 0, 0, 0
L -245.9, 59.2, -8.0, -245.9, 56.9, -8.0, 0, 0, 0
L -242.1, 59.1, -8.0, -242.1, 57.5, -8.0, 0, 0, 0
L -240.4, 51.9, -8.0, -243.0, 51.9, -8.0, 0, 0, 0
L -240.5, 49.4, -8.0, -240.4, 51.9, -8.0, 0, 0, 0
L -261.9, 73.1, -6.0, -245.9, 73.1, -8.0, 0, 0, 0
L -245.9, 73.1, -8.0, -245.9, 71.6, -8.0, 0, 0, 0
L -243.1, 73.9, -8.0, -243.1, 80.3, -7.8, 0, 0, 0
L -243.1, 80.3, -7.8, -243.1, 117.6, 7.8, 0, 0, 0
L -243.1, 117.6, 7.8, -243.1, 121.5, 9.0, 0, 0, 0
L -226.9, 117.5, 9.0, -226.9, 76.3, -8.0, 0, 0, 0
L -226.9, 76.3, -8.0, -226.9, 51.5, -8.0, 0, 0, 0
L -226.9, 51.5, -8.0, -229.5, 51.4, -8.0, 0, 0, 0
L -229.5, 51.4, -8.0, -229.5, 49.4, -8.0, 0, 0, 0
L -183.9, 735.6, 266.0, -183.9, 756.4, 266.0, 0, 204, 0
L -183.9, 756.4, 266.0, -163.1, 756.4, 266.0, 0, 204, 0
L -163.1, 756.4, 266.0, -163.1, 735.6, 266.0, 0, 204, 0
L -163.1, 735.6, 266.0, -183.9, 735.6, 266.0, 0, 204, 0
L -286.1, 735.6, 266.0, -286.1, 756.4, 266.0, 0, 204, 0
L -286.1, 735.6, 266.0, -306.9, 735.6, 266.0, 0, 204, 0
L -306.9, 735.6, 266.0, -306.9, 756.4, 266.0, 0, 204, 0
L -306.9, 756.4, 266.0, -286.1, 756.4, 266.0, 0, 204, 0
L -357.1, 735.6, 266.0, -377.9, 735.6, 266.0, 0, 204, 0
L -377.9, 735.6, 266.0, -377.9, 756.4, 266.0, 0, 204, 0
L -377.9, 756.4, 266.0, -357.1, 756.4, 266.0, 0, 204, 0
L -357.1, 756.4, 266.0, -357.1, 735.6, 266.0, 0, 204, 0
L -377.9, 809.6, 266.0, -377.9, 830.4, 266.0, 0, 204, 0
L -377.9, 830.4, 266.0, -357.1, 830.4, 266.0, 0, 204, 0
L -357.1, 830.4, 266.0, -357.1, 809.6, 266.0, 0, 204, 0
L -357.1, 809.6, 266.0, -377.9, 809.6, 266.0, 0, 204, 0
L -377.9, 871.6, 266.0, -377.9, 892.4, 266.0, 0, 204, 0
L -377.9, 892.4, 266.0, -357.1, 892.4, 266.0, 0, 204, 0
L -357.1, 892.4, 266.0, -357.1, 871.6, 266.0, 0, 204, 0
L -357.1, 871.6, 266.0, -377.9, 871.6, 266.0, 0, 204, 0
L -377.9, 933.1, 266.0, -357.1, 933.1, 266.0, 0, 204, 0
L -357.1, 933.1, 266.0, -357.1, 953.9, 266.0, 0, 204, 0
L -357.1, 953.9, 266.0, -377.9, 953.9, 266.0, 0, 204, 0
L -377.9, 953.9, 266.0, -377.9, 933.1, 266.0, 0, 204, 0
L -357.1, 1007.1, 266.0, -377.9, 1007.1, 266.0, 0, 204, 0
L -377.9, 1007.1, 266.0, -377.9, 1027.9, 266.0, 0, 204, 0
L -377.9, 1027.9, 266.0, -357.1, 1027.9, 266.0, 0, 204, 0
L -357.1, 1027.9, 266.0, -357.1, 1007.1, 266.0, 0, 204, 0
L -306.9, 1007.1, 266.0, -306.9, 1027.9, 266.0, 0, 204, 0
L -306.9, 1027.9, 266.0, -286.1, 1027.9, 266.0, 0, 204, 0
L -286.1, 1027.9, 266.0, -286.1, 1007.1, 266.0, 0, 204, 0
L -286.1, 1007.1, 266.0, -306.9, 1007.1, 266.0, 0, 204, 0
L -245.4, 1007.1, 266.0, -245.4, 1027.9, 266.0, 0, 204, 0
L -245.4, 1027.9, 266.0, -224.6, 1027.9, 266.0, 0, 204, 0
L -224.6, 1027.9, 266.0, -224.6, 1007.1, 266.0, 0, 204, 0
L -224.6, 1007.1, 266.0, -245.4, 1007.1, 266.0, 0, 204, 0
L -183.9, 1007.1, 266.0, -183.9, 1027.9, 266.0, 0, 204, 0
L -183.9, 1027.9, 266.0, -163.1, 1027.9, 266.0, 0, 204, 0
L -163.1, 1027.9, 266.0, -163.1, 1007.1, 266.0, 0, 204, 0
