P 0, 300, 0, 0, 0, 0, 2, Original_Map:_Goodurden_<RoI>
P 0, 500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P 0, 700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 0, 900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P 0, 1100, 0, 0, 0, 0, 2, Height_Filter:_12/13
P 100, -550, 51, 0, 127, 0, 2, 4th_Floor
P 100, -525, 43, 0, 255, 255, 2, 3rd_Floor
P 100, -500, 16, 0, 255, 0, 2, 2nd_Floor
P 100, -475, 2, 0, 0, 0, 2, 1st_Floor
P 100, -450, -16, 127, 0, 0, 2, Basement
L -64.0, -586.0, 16.0, -62.0, -586.0, 16.0, 205, 133, 63
L -58.0, -586.0, 16.0, -58.0, -584.0, 16.0, 205, 133, 63
L -62.0, -586.0, 16.0, -62.0, -584.0, 16.0, 205, 133, 63
L -58.0, -586.0, 16.0, -56.0, -586.0, 16.0, 205, 133, 63
L -49.0, -584.0, 16.0, -49.0, -600.0, 16.0, 0, 255, 0
L -45.0, -600.0, 16.0, -49.0, -600.0, 16.0, 0, 255, 0
L 50.0, -588.0, 16.0, 54.0, -588.0, 16.0, 0, 255, 0
L 50.0, -588.0, 16.0, 49.0, -588.0, 18.0, 0, 255, 255
L -8.0, -529.0, 5.0, -8.0, -530.2, 3.8, 0, 255, 0
L 9.0, -529.0, 5.0, 9.0, -530.2, 3.8, 0, 255, 0
L -34.0, -534.0, 0.0, -8.0, -534.0, 0.0, 0, 0, 0
L 9.0, -522.0, 5.0, 9.0, -520.0, 5.0, 0, 255, 0
L 51.0, -550.0, 16.0, 51.0, -546.0, 16.0, 205, 133, 63
L 54.0, -550.0, 16.0, 54.0, -546.0, 16.0, 205, 133, 63
L 54.0, -550.0, 16.0, 52.0, -550.0, 16.0, 205, 133, 63
L 51.0, -546.0, 16.0, 52.0, -546.0, 16.0, 205, 133, 63
L 52.0, -544.0, 16.0, 51.0, -544.0, 16.0, 0, 255, 0
L 52.0, -552.0, 16.0, 51.0, -552.0, 16.0, 0, 255, 0
L 52.0, -544.0, 16.0, 52.0, -546.0, 16.0, 205, 133, 63
L 52.0, -550.0, 16.0, 51.0, -550.0, 16.0, 205, 133, 63
L 52.0, -546.0, 16.0, 54.0, -546.0, 16.0, 205, 133, 63
L 52.0, -550.0, 16.0, 52.0, -552.0, 16.0, 205, 133, 63
L -34.0, -608.0, 16.0, -34.0, -529.0, 16.0, 0, 255, 0
L -34.0, -522.0, 16.0, -34.0, -518.0, 16.0, 0, 255, 0
L 34.0, -534.0, 16.0, 34.0, -529.0, 16.0, 0, 255, 0
L 34.0, -529.0, 16.0, 32.4, -529.0, 15.3, 0, 255, 0
L 34.0, -522.0, 16.0, 32.4, -522.0, 15.3, 0, 255, 0
L -8.0, -529.0, 5.0, -9.6, -529.0, 5.7, 0, 255, 0
L -34.0, -522.0, 16.0, -32.4, -522.0, 15.3, 0, 255, 0
L -47.0, -536.0, 2.0, -47.0, -540.0, 2.0, 255, 165, 0
L -50.0, -536.0, 2.0, -50.0, -540.0, 2.0, 205, 133, 63
L -48.0, -534.0, 2.0, -50.0, -534.0, 2.0, 0, 0, 0
L -48.0, -542.0, 2.0, -47.0, -542.0, 2.0, 0, 0, 0
L -48.0, -534.0, 2.0, -48.0, -536.0, 2.0, 205, 133, 63
L -47.0, -536.0, 2.0, -48.0, -536.0, 2.0, 205, 133, 63
L -48.0, -536.0, 2.0, -50.0, -536.0, 2.0, 205, 133, 63
L -47.0, -540.0, 2.0, -48.0, -540.0, 2.0, 205, 133, 63
L -48.0, -540.0, 2.0, -48.0, -542.0, 2.0, 205, 133, 63
L -48.0, -540.0, 2.0, -50.0, -540.0, 2.0, 205, 133, 63
L -50.0, -506.0, 16.0, -49.0, -506.0, 16.0, 0, 255, 0
L -50.0, -498.0, 16.0, -52.0, -498.0, 16.0, 0, 255, 0
L -50.0, -506.0, 16.0, -50.0, -504.0, 16.0, 205, 133, 63
L -49.0, -500.0, 16.0, -49.0, -504.0, 16.0, 255, 165, 0
L -52.0, -500.0, 16.0, -52.0, -504.0, 16.0, 205, 133, 63
L -49.0, -500.0, 16.0, -50.0, -500.0, 16.0, 205, 133, 63
L -50.0, -500.0, 16.0, -50.0, -498.0, 16.0, 205, 133, 63
L -50.0, -500.0, 16.0, -52.0, -500.0, 16.0, 205, 133, 63
L -49.0, -504.0, 16.0, -50.0, -504.0, 16.0, 205, 133, 63
L -50.0, -504.0, 16.0, -52.0, -504.0, 16.0, 205, 133, 63
L -49.0, -642.0, 16.0, -49.0, -646.0, 16.0, 0, 255, 0
L -49.0, -642.0, 16.0, -50.0, -642.0, 16.0, 0, 255, 0
L -49.0, -640.0, 16.0, -49.0, -636.0, 16.0, 255, 165, 0
L -52.0, -636.0, 16.0, -52.0, -640.0, 16.0, 205, 133, 63
L -49.0, -636.0, 16.0, -50.0, -636.0, 16.0, 205, 133, 63
L -49.0, -640.0, 16.0, -50.0, -640.0, 16.0, 205, 133, 63
L -50.0, -642.0, 16.0, -52.0, -642.0, 16.0, 0, 255, 0
L -50.0, -634.0, 16.0, -52.0, -634.0, 16.0, 0, 255, 0
L -50.0, -642.0, 16.0, -50.0, -640.0, 16.0, 205, 133, 63
L -50.0, -636.0, 16.0, -52.0, -636.0, 16.0, 205, 133, 63
L -50.0, -640.0, 16.0, -52.0, -640.0, 16.0, 205, 133, 63
L -50.0, -636.0, 16.0, -50.0, -634.0, 16.0, 205, 133, 63
L 19.0, -702.0, 36.0, 19.0, -698.0, 36.0, 255, 165, 0
L 22.0, -702.0, 36.0, 22.0, -698.0, 36.0, 205, 133, 63
L 20.0, -704.0, 36.0, 22.0, -704.0, 36.0, 0, 255, 255
L 20.0, -696.0, 36.0, 22.0, -696.0, 36.0, 0, 255, 255
L 20.0, -704.0, 36.0, 20.0, -702.0, 36.0, 205, 133, 63
L 19.0, -698.0, 36.0, 20.0, -698.0, 36.0, 205, 133, 63
L 20.0, -698.0, 36.0, 20.0, -696.0, 36.0, 205, 133, 63
L 20.0, -698.0, 36.0, 22.0, -698.0, 36.0, 205, 133, 63
L 19.0, -702.0, 36.0, 20.0, -702.0, 36.0, 205, 133, 63
L 20.0, -702.0, 36.0, 22.0, -702.0, 36.0, 205, 133, 63
L -100.0, -692.0, 4.0, -103.0, -704.0, 4.0, 0, 0, 0
L -103.0, -704.0, 4.0, -102.2, -705.5, 3.0, 0, 0, 0
L -100.0, -666.0, 4.0, -100.0, -654.0, 4.0, 0, 0, 0
L 49.0, -490.0, 0.0, 20.0, -490.0, 0.0, 0, 0, 0
L 20.0, -490.0, 0.0, 20.0, -490.0, 3.0, 0, 0, 0
L -49.0, -490.0, 0.0, -20.0, -490.0, 0.0, 0, 0, 0
L -20.0, -490.0, 3.0, -12.0, -490.0, 4.0, 0, 0, 0
L -20.0, -490.0, 0.0, -20.0, -490.0, 3.0, 0, 0, 0
L -22.0, -647.0, 18.0, -22.0, -652.0, 18.0, 0, 255, 0
L -24.0, -646.0, 18.0, -28.0, -646.0, 18.0, 205, 133, 63
L -24.0, -649.0, 18.0, -28.0, -649.0, 18.0, 205, 133, 63
L -31.0, -647.0, 18.0, -31.0, -646.0, 18.0, 0, 255, 0
L -22.0, -647.0, 18.0, -24.0, -647.0, 18.0, 205, 133, 63
L -28.0, -646.0, 18.0, -28.0, -647.0, 18.0, 205, 133, 63
L -28.0, -647.0, 18.0, -31.0, -647.0, 18.0, 205, 133, 63
L -28.0, -647.0, 18.0, -28.0, -649.0, 18.0, 205, 133, 63
L -24.0, -646.0, 18.0, -24.0, -647.0, 18.0, 205, 133, 63
L -24.0, -647.0, 18.0, -24.0, -649.0, 18.0, 205, 133, 63
L 0.0, -586.0, -13.0, 0.0, -600.0, -13.0, 0, 127, 0
L 0.0, -684.0, -13.0, 0.0, -686.0, -13.0, 0, 127, 0
L 13.0, -686.0, -13.0, 13.0, -684.0, -13.0, 0, 127, 0
L 0.0, -686.0, -13.0, 0.0, -707.0, -17.0, 0, 127, 0
L 13.0, -686.0, -13.0, 0.0, -686.0, -13.0, 240, 240, 0
L -67.0, -706.0, 18.0, -97.0, -706.0, 18.0, 0, 255, 0
L -70.0, -698.0, 18.0, -67.0, -698.0, 18.0, 0, 255, 0
L -106.0, -517.0, -62.0, -107.0, -517.0, -36.0, 127, 0, 0
L 2.0, -550.0, 44.0, -2.0, -550.0, 44.0, 205, 133, 63
L -2.0, -546.0, 44.0, 2.0, -546.0, 44.0, 255, 165, 0
L 2.0, -546.0, 44.0, 2.0, -548.0, 44.0, 205, 133, 63
L -2.0, -550.0, 44.0, -2.0, -548.0, 44.0, 205, 133, 63
L 4.0, -548.0, 44.0, 4.0, -550.0, 44.0, 0, 255, 255
L -4.0, -548.0, 44.0, -2.0, -548.0, 44.0, 205, 133, 63
L 2.0, -548.0, 44.0, 2.0, -550.0, 44.0, 205, 133, 63
L -2.0, -548.0, 44.0, -2.0, -546.0, 44.0, 205, 133, 63
L 2.0, -548.0, 44.0, 4.0, -548.0, 44.0, 205, 133, 63
L -76.0, -506.0, 41.0, -77.0, -492.0, 41.0, 0, 255, 255
L 77.0, -506.0, 16.0, 77.0, -502.0, 16.0, 0, 255, 0
L -64.0, -501.0, 16.0, -70.0, -501.0, 16.0, 0, 255, 0
L 57.0, -490.0, 41.0, 58.6, -490.0, 39.5, 0, 255, 255
L 70.0, -490.0, 29.0, 70.0, -491.5, 27.4, 0, 255, 255
L -109.0, -697.0, -20.0, -97.0, -713.0, -18.0, 127, 0, 0
L -91.0, -700.0, -20.0, -82.0, -696.0, -20.0, 127, 0, 0
L -100.0, -697.0, -20.0, -91.0, -700.0, -20.0, 127, 0, 0
L -82.0, -675.0, -20.0, -91.0, -668.0, -20.0, 127, 0, 0
L -91.0, -668.0, -20.0, -100.0, -675.2, -20.0, 127, 0, 0
L -97.0, -652.0, -20.0, -109.0, -671.4, -20.0, 127, 0, 0
L -84.0, -652.0, -20.0, -76.0, -662.0, -20.0, 127, 0, 0
L -82.0, -696.0, -20.0, -82.0, -690.8, -20.0, 127, 0, 0
L -8.0, -534.0, 0.0, 9.0, -534.0, 0.0, 150, 150, 150
L 9.0, -529.0, 5.0, -8.0, -529.0, 5.0, 150, 150, 150
L 9.0, -531.5, 2.5, 9.0, -532.8, 1.2, 0, 255, 0
L -8.0, -531.5, 2.5, -8.0, -532.8, 1.2, 0, 255, 0
L 9.0, -531.5, 2.5, -8.0, -531.5, 2.5, 150, 150, 150
L 9.0, -530.2, 3.8, 9.0, -531.5, 2.5, 0, 255, 0
L -8.0, -530.2, 3.8, -8.0, -531.5, 2.5, 0, 255, 0
L 9.0, -530.2, 3.8, -8.0, -530.2, 3.8, 150, 150, 150
L 9.0, -532.8, 1.2, 9.0, -534.0, 0.0, 0, 255, 0
L -8.0, -532.8, 1.2, -8.0, -534.0, 0.0, 0, 255, 0
L 9.0, -532.8, 1.2, -8.0, -532.8, 1.2, 150, 150, 150
L -8.0, -522.0, 5.0, -8.0, -529.0, 5.0, 150, 150, 150
L 9.0, -522.0, 5.0, 9.0, -529.0, 5.0, 150, 150, 150
L -34.0, -529.0, 16.0, -34.0, -522.0, 16.0, 150, 150, 150
L -21.0, -522.0, 10.5, -19.4, -522.0, 9.8, 0, 255, 0
L -21.0, -529.0, 10.5, -22.6, -529.0, 11.2, 0, 255, 0
L -21.0, -522.0, 10.5, -21.0, -529.0, 10.5, 150, 150, 150
L -27.5, -522.0, 13.2, -25.9, -522.0, 12.6, 0, 255, 0
L -27.5, -529.0, 13.2, -29.1, -529.0, 13.9, 0, 255, 0
L -27.5, -522.0, 13.2, -27.5, -529.0, 13.2, 150, 150, 150
L -30.8, -522.0, 14.6, -29.1, -522.0, 13.9, 0, 255, 0
L -30.8, -529.0, 14.6, -32.4, -529.0, 15.3, 0, 255, 0
L -30.8, -522.0, 14.6, -30.8, -529.0, 14.6, 150, 150, 150
L -14.5, -522.0, 7.8, -12.9, -522.0, 7.1, 0, 255, 0
L -14.5, -529.0, 7.8, -16.1, -529.0, 8.4, 0, 255, 0
L -14.5, -522.0, 7.8, -14.5, -529.0, 7.8, 150, 150, 150
L -17.8, -522.0, 9.1, -16.1, -522.0, 8.4, 0, 255, 0
L -17.8, -529.0, 9.1, -19.4, -529.0, 9.8, 0, 255, 0
L -17.8, -522.0, 9.1, -17.8, -529.0, 9.1, 150, 150, 150
L -11.2, -522.0, 6.4, -9.6, -522.0, 5.7, 0, 255, 0
L -11.2, -529.0, 6.4, -12.9, -529.0, 7.1, 0, 255, 0
L -11.2, -522.0, 6.4, -11.2, -529.0, 6.4, 150, 150, 150
L -9.6, -522.0, 5.7, -8.0, -522.0, 5.0, 0, 255, 0
L -9.6, -529.0, 5.7, -11.2, -529.0, 6.4, 0, 255, 0
L -9.6, -522.0, 5.7, -9.6, -529.0, 5.7, 150, 150, 150
L -12.9, -522.0, 7.1, -11.2, -522.0, 6.4, 0, 255, 0
L -12.9, -529.0, 7.1, -14.5, -529.0, 7.8, 0, 255, 0
L -12.9, -522.0, 7.1, -12.9, -529.0, 7.1, 150, 150, 150
L -16.1, -522.0, 8.4, -14.5, -522.0, 7.8, 0, 255, 0
L -16.1, -529.0, 8.4, -17.8, -529.0, 9.1, 0, 255, 0
L -16.1, -522.0, 8.4, -16.1, -529.0, 8.4, 150, 150, 150
L -19.4, -522.0, 9.8, -17.8, -522.0, 9.1, 0, 255, 0
L -19.4, -529.0, 9.8, -21.0, -529.0, 10.5, 0, 255, 0
L -19.4, -522.0, 9.8, -19.4, -529.0, 9.8, 150, 150, 150
L -24.2, -522.0, 11.9, -22.6, -522.0, 11.2, 0, 255, 0
L -24.2, -529.0, 11.9, -25.9, -529.0, 12.6, 0, 255, 0
L -24.2, -522.0, 11.9, -24.2, -529.0, 11.9, 150, 150, 150
L -25.9, -522.0, 12.6, -24.2, -522.0, 11.9, 0, 255, 0
L -25.9, -529.0, 12.6, -27.5, -529.0, 13.2, 0, 255, 0
L -25.9, -522.0, 12.6, -25.9, -529.0, 12.6, 150, 150, 150
L -22.6, -522.0, 11.2, -21.0, -522.0, 10.5, 0, 255, 0
L -22.6, -529.0, 11.2, -24.2, -529.0, 11.9, 0, 255, 0
L -22.6, -522.0, 11.2, -22.6, -529.0, 11.2, 150, 150, 150
L -29.1, -522.0, 13.9, -27.5, -522.0, 13.2, 0, 255, 0
L -29.1, -529.0, 13.9, -30.8, -529.0, 14.6, 0, 255, 0
L -29.1, -522.0, 13.9, -29.1, -529.0, 13.9, 150, 150, 150
L -32.4, -522.0, 15.3, -30.8, -522.0, 14.6, 0, 255, 0
L -32.4, -529.0, 15.3, -34.0, -529.0, 16.0, 0, 255, 0
L -32.4, -522.0, 15.3, -32.4, -529.0, 15.3, 150, 150, 150
L 34.0, -522.0, 16.0, 34.0, -529.0, 16.0, 150, 150, 150
L 21.5, -522.0, 10.5, 19.9, -522.0, 9.8, 0, 255, 0
L 21.5, -529.0, 10.5, 19.9, -529.0, 9.8, 0, 255, 0
L 21.5, -522.0, 10.5, 21.5, -529.0, 10.5, 150, 150, 150
L 15.2, -522.0, 7.8, 13.7, -522.0, 7.1, 0, 255, 0
L 15.2, -529.0, 7.8, 13.7, -529.0, 7.1, 0, 255, 0
L 15.2, -522.0, 7.8, 15.2, -529.0, 7.8, 150, 150, 150
L 12.1, -522.0, 6.4, 10.6, -522.0, 5.7, 0, 255, 0
L 12.1, -529.0, 6.4, 10.6, -529.0, 5.7, 0, 255, 0
L 12.1, -522.0, 6.4, 12.1, -529.0, 6.4, 150, 150, 150
L 27.8, -522.0, 13.2, 26.2, -522.0, 12.6, 0, 255, 0
L 27.8, -529.0, 13.2, 26.2, -529.0, 12.6, 0, 255, 0
L 27.8, -522.0, 13.2, 27.8, -529.0, 13.2, 150, 150, 150
L 24.6, -522.0, 11.9, 23.1, -522.0, 11.2, 0, 255, 0
L 24.6, -529.0, 11.9, 23.1, -529.0, 11.2, 0, 255, 0
L 24.6, -522.0, 11.9, 24.6, -529.0, 11.9, 150, 150, 150
L 18.4, -522.0, 9.1, 16.8, -522.0, 8.4, 0, 255, 0
L 18.4, -529.0, 9.1, 16.8, -529.0, 8.4, 0, 255, 0
L 18.4, -522.0, 9.1, 18.4, -529.0, 9.1, 150, 150, 150
L 16.8, -522.0, 8.4, 15.2, -522.0, 7.8, 0, 255, 0
L 16.8, -529.0, 8.4, 15.2, -529.0, 7.8, 0, 255, 0
L 16.8, -522.0, 8.4, 16.8, -529.0, 8.4, 150, 150, 150
L 13.7, -522.0, 7.1, 12.1, -522.0, 6.4, 0, 255, 0
L 13.7, -529.0, 7.1, 12.1, -529.0, 6.4, 0, 255, 0
L 13.7, -522.0, 7.1, 13.7, -529.0, 7.1, 150, 150, 150
L 10.6, -522.0, 5.7, 9.0, -522.0, 5.0, 0, 255, 0
L 10.6, -529.0, 5.7, 9.0, -529.0, 5.0, 0, 255, 0
L 10.6, -522.0, 5.7, 10.6, -529.0, 5.7, 150, 150, 150
L 19.9, -522.0, 9.8, 18.4, -522.0, 9.1, 0, 255, 0
L 19.9, -529.0, 9.8, 18.4, -529.0, 9.1, 0, 255, 0
L 19.9, -522.0, 9.8, 19.9, -529.0, 9.8, 150, 150, 150
L 23.1, -522.0, 11.2, 21.5, -522.0, 10.5, 0, 255, 0
L 23.1, -529.0, 11.2, 21.5, -529.0, 10.5, 0, 255, 0
L 23.1, -522.0, 11.2, 23.1, -529.0, 11.2, 150, 150, 150
L 26.2, -522.0, 12.6, 24.6, -522.0, 11.9, 0, 255, 0
L 26.2, -529.0, 12.6, 24.6, -529.0, 11.9, 0, 255, 0
L 26.2, -522.0, 12.6, 26.2, -529.0, 12.6, 150, 150, 150
L 30.9, -522.0, 14.6, 29.3, -522.0, 13.9, 0, 255, 0
L 30.9, -529.0, 14.6, 29.3, -529.0, 13.9, 0, 255, 0
L 30.9, -522.0, 14.6, 30.9, -529.0, 14.6, 150, 150, 150
L 29.3, -522.0, 13.9, 27.8, -522.0, 13.2, 0, 255, 0
L 29.3, -529.0, 13.9, 27.8, -529.0, 13.2, 0, 255, 0
L 29.3, -522.0, 13.9, 29.3, -529.0, 13.9, 150, 150, 150
L 32.4, -522.0, 15.3, 30.9, -522.0, 14.6, 0, 255, 0
L 32.4, -529.0, 15.3, 30.9, -529.0, 14.6, 0, 255, 0
L 32.4, -522.0, 15.3, 32.4, -529.0, 15.3, 150, 150, 150
L -46.0, -694.0, 32.0, -46.0, -698.0, 32.0, 0, 255, 255
L -49.0, -706.0, 32.0, -49.0, -698.0, 32.0, 150, 150, 150
L -46.0, -698.0, 32.0, -49.0, -698.0, 32.0, 0, 255, 255
L -67.0, -706.0, 18.0, -67.0, -698.0, 18.0, 150, 150, 150
L -49.0, -698.0, 32.0, -50.1, -698.0, 31.1, 0, 255, 255
L -58.0, -706.0, 25.0, -59.1, -706.0, 24.1, 0, 255, 255
L -58.0, -698.0, 25.0, -59.1, -698.0, 24.1, 0, 255, 255
L -58.0, -706.0, 25.0, -58.0, -698.0, 25.0, 150, 150, 150
L -53.5, -706.0, 28.5, -54.6, -706.0, 27.6, 0, 255, 255
L -53.5, -698.0, 28.5, -54.6, -698.0, 27.6, 0, 255, 255
L -53.5, -706.0, 28.5, -53.5, -698.0, 28.5, 150, 150, 150
L -51.2, -706.0, 30.2, -52.4, -706.0, 29.4, 0, 255, 255
L -51.2, -698.0, 30.2, -52.4, -698.0, 29.4, 0, 255, 255
L -51.2, -706.0, 30.2, -51.2, -698.0, 30.2, 150, 150, 150
L -55.8, -706.0, 26.8, -56.9, -706.0, 25.9, 0, 255, 255
L -55.8, -698.0, 26.8, -56.9, -698.0, 25.9, 0, 255, 255
L -55.8, -706.0, 26.8, -55.8, -698.0, 26.8, 150, 150, 150
L -62.5, -706.0, 21.5, -63.6, -706.0, 20.6, 0, 255, 255
L -62.5, -698.0, 21.5, -63.6, -698.0, 20.6, 0, 255, 255
L -62.5, -706.0, 21.5, -62.5, -698.0, 21.5, 150, 150, 150
L -60.2, -706.0, 23.2, -61.4, -706.0, 22.4, 0, 255, 255
L -60.2, -698.0, 23.2, -61.4, -698.0, 22.4, 0, 255, 255
L -60.2, -706.0, 23.2, -60.2, -698.0, 23.2, 150, 150, 150
L -64.8, -706.0, 19.8, -65.9, -706.0, 18.9, 0, 255, 255
L -64.8, -698.0, 19.8, -65.9, -698.0, 18.9, 0, 255, 255
L -64.8, -706.0, 19.8, -64.8, -698.0, 19.8, 150, 150, 150
L -65.9, -706.0, 18.9, -67.0, -706.0, 18.0, 0, 255, 255
L -65.9, -698.0, 18.9, -67.0, -698.0, 18.0, 0, 255, 255
L -65.9, -706.0, 18.9, -65.9, -698.0, 18.9, 150, 150, 150
L -59.1, -698.0, 24.1, -60.2, -698.0, 23.2, 0, 255, 255
L -59.1, -706.0, 24.1, -60.2, -706.0, 23.2, 0, 255, 255
L -59.1, -698.0, 24.1, -59.1, -706.0, 24.1, 150, 150, 150
L -56.9, -698.0, 25.9, -58.0, -698.0, 25.0, 0, 255, 255
L -56.9, -706.0, 25.9, -58.0, -706.0, 25.0, 0, 255, 255
L -56.9, -698.0, 25.9, -56.9, -706.0, 25.9, 150, 150, 150
L -54.6, -698.0, 27.6, -55.8, -698.0, 26.8, 0, 255, 255
L -54.6, -706.0, 27.6, -55.8, -706.0, 26.8, 0, 255, 255
L -54.6, -698.0, 27.6, -54.6, -706.0, 27.6, 150, 150, 150
L -52.4, -698.0, 29.4, -53.5, -698.0, 28.5, 0, 255, 255
L -52.4, -706.0, 29.4, -53.5, -706.0, 28.5, 0, 255, 255
L -52.4, -698.0, 29.4, -52.4, -706.0, 29.4, 150, 150, 150
L -50.1, -698.0, 31.1, -51.2, -698.0, 30.2, 0, 255, 255
L -50.1, -706.0, 31.1, -51.2, -706.0, 30.2, 0, 255, 255
L -50.1, -698.0, 31.1, -50.1, -706.0, 31.1, 150, 150, 150
L -61.4, -698.0, 22.4, -62.5, -698.0, 21.5, 0, 255, 255
L -61.4, -706.0, 22.4, -62.5, -706.0, 21.5, 0, 255, 255
L -61.4, -698.0, 22.4, -61.4, -706.0, 22.4, 150, 150, 150
L -63.6, -698.0, 20.6, -64.8, -698.0, 19.8, 0, 255, 255
L -63.6, -706.0, 20.6, -64.8, -706.0, 19.8, 0, 255, 255
L -63.6, -698.0, 20.6, -63.6, -706.0, 20.6, 150, 150, 150
L -2.0, -692.0, 36.0, -2.0, -690.0, 35.0, 0, 255, 255
L 17.0, -676.0, 28.0, 17.0, -674.0, 27.0, 0, 255, 255
L -2.0, -676.0, 28.0, -2.0, -674.0, 27.0, 0, 255, 255
L 17.0, -676.0, 28.0, -2.0, -676.0, 28.0, 150, 150, 150
L 17.0, -684.0, 32.0, 17.0, -682.0, 31.0, 0, 255, 255
L -2.0, -684.0, 32.0, -2.0, -682.0, 31.0, 0, 255, 255
L 17.0, -684.0, 32.0, -2.0, -684.0, 32.0, 150, 150, 150
L 17.0, -668.0, 24.0, 17.0, -666.0, 23.0, 0, 255, 255
L -2.0, -668.0, 24.0, -2.0, -666.0, 23.0, 0, 255, 255
L 17.0, -668.0, 24.0, -2.0, -668.0, 24.0, 150, 150, 150
L 17.0, -672.0, 26.0, 17.0, -670.0, 25.0, 0, 255, 255
L -2.0, -672.0, 26.0, -2.0, -670.0, 25.0, 0, 255, 255
L 17.0, -672.0, 26.0, -2.0, -672.0, 26.0, 150, 150, 150
L 17.0, -664.0, 22.0, 17.0, -662.0, 21.0, 0, 255, 255
L -2.0, -664.0, 22.0, -2.0, -662.0, 21.0, 0, 255, 255
L 17.0, -664.0, 22.0, -2.0, -664.0, 22.0, 150, 150, 150
L 17.0, -666.0, 23.0, 17.0, -664.0, 22.0, 0, 255, 255
L -2.0, -666.0, 23.0, -2.0, -664.0, 22.0, 0, 255, 255
L 17.0, -666.0, 23.0, -2.0, -666.0, 23.0, 150, 150, 150
L 17.0, -662.0, 21.0, 17.0, -660.0, 20.0, 0, 255, 255
L -2.0, -662.0, 21.0, -2.0, -660.0, 20.0, 0, 255, 255
L 17.0, -662.0, 21.0, -2.0, -662.0, 21.0, 150, 150, 150
L 17.0, -670.0, 25.0, 17.0, -668.0, 24.0, 0, 255, 255
L -2.0, -670.0, 25.0, -2.0, -668.0, 24.0, 0, 255, 255
L 17.0, -670.0, 25.0, -2.0, -670.0, 25.0, 150, 150, 150
L 17.0, -674.0, 27.0, 17.0, -672.0, 26.0, 0, 255, 255
L -2.0, -674.0, 27.0, -2.0, -672.0, 26.0, 0, 255, 255
L 17.0, -674.0, 27.0, -2.0, -674.0, 27.0, 150, 150, 150
L 17.0, -680.0, 30.0, 17.0, -678.0, 29.0, 0, 255, 255
L -2.0, -680.0, 30.0, -2.0, -678.0, 29.0, 0, 255, 255
L 17.0, -680.0, 30.0, -2.0, -680.0, 30.0, 150, 150, 150
L 17.0, -682.0, 31.0, 17.0, -680.0, 30.0, 0, 255, 255
L -2.0, -682.0, 31.0, -2.0, -680.0, 30.0, 0, 255, 255
L 17.0, -682.0, 31.0, -2.0, -682.0, 31.0, 150, 150, 150
L 17.0, -678.0, 29.0, 17.0, -676.0, 28.0, 0, 255, 255
L -2.0, -678.0, 29.0, -2.0, -676.0, 28.0, 0, 255, 255
L 17.0, -678.0, 29.0, -2.0, -678.0, 29.0, 150, 150, 150
L 17.0, -688.0, 34.0, 17.0, -686.0, 33.0, 0, 255, 255
L -2.0, -688.0, 34.0, -2.0, -686.0, 33.0, 0, 255, 255
L 17.0, -688.0, 34.0, -2.0, -688.0, 34.0, 150, 150, 150
L -2.0, -686.0, 33.0, -2.0, -684.0, 32.0, 0, 255, 255
L 17.0, -686.0, 33.0, 17.0, -684.0, 32.0, 0, 255, 255
L -2.0, -686.0, 33.0, 17.0, -686.0, 33.0, 150, 150, 150
L -2.0, -690.0, 35.0, -2.0, -688.0, 34.0, 0, 255, 255
L 17.0, -690.0, 35.0, 17.0, -688.0, 34.0, 0, 255, 255
L -2.0, -690.0, 35.0, 17.0, -690.0, 35.0, 150, 150, 150
L -17.0, -662.0, 52.0, -17.0, -650.0, 52.0, 0, 127, 0
L -17.0, -662.0, 52.0, -2.0, -662.0, 52.0, 150, 150, 150
L -2.0, -660.0, 52.0, -2.0, -662.0, 52.0, 0, 127, 0
L -19.0, -692.0, 36.0, -17.0, -692.0, 36.0, 0, 255, 255
L -19.0, -706.0, 36.0, -19.0, -692.0, 36.0, 0, 255, 255
L -17.0, -692.0, 36.0, -17.0, -690.1, 37.0, 0, 127, 0
L -17.0, -692.0, 36.0, -2.0, -692.0, 36.0, 150, 150, 150
L -2.0, -692.0, 36.0, -2.0, -690.1, 37.0, 0, 127, 0
L -17.0, -677.0, 44.0, -17.0, -675.1, 45.0, 0, 127, 0
L -2.0, -677.0, 44.0, -2.0, -675.1, 45.0, 0, 127, 0
L -17.0, -677.0, 44.0, -2.0, -677.0, 44.0, 150, 150, 150
L -17.0, -669.5, 48.0, -17.0, -667.6, 49.0, 0, 127, 0
L -2.0, -669.5, 48.0, -2.0, -667.6, 49.0, 0, 127, 0
L -17.0, -669.5, 48.0, -2.0, -669.5, 48.0, 150, 150, 150
L -17.0, -684.5, 40.0, -17.0, -682.6, 41.0, 0, 127, 0
L -2.0, -684.5, 40.0, -2.0, -682.6, 41.0, 0, 127, 0
L -17.0, -684.5, 40.0, -2.0, -684.5, 40.0, 150, 150, 150
L -17.0, -680.8, 42.0, -17.0, -678.9, 43.0, 0, 127, 0
L -2.0, -680.8, 42.0, -2.0, -678.9, 43.0, 0, 127, 0
L -17.0, -680.8, 42.0, -2.0, -680.8, 42.0, 150, 150, 150
